Term,DocID,Positions
squarederror,13,[494]
squarederror,14,[494]
correspondingto,13,[495]
correspondingto,14,[495]
riskfunct,13,[496]
riskfunct,14,[496]
respectivelyseegrangerandmachina,13,[497]
respectivelyseegrangerandmachina,14,[497]
forreferencesofadetailedexpositionofthistop,13,[498]
forreferencesofadetailedexpositionofthistop,14,[498]
elliottandtimmermann,13,[499]
elliottandtimmermann,14,[499]
fora,13,[500]
fora,14,[500]
fora,22,[2836]
discussionoftheroleofthelossfunctioninforecast,13,[501]
discussionoftheroleofthelossfunctioninforecast,14,[501]
andelliottandtimmermann,13,[502]
andelliottandtimmermann,14,[502]
amorerecentreview,13,[503]
amorerecentreview,14,[503]
summaryofthepap,13,[504]
summaryofthepap,14,[504]
apartfromthisbriefintroduct,13,[505]
apartfromthisbriefintroduct,14,[505]
thepaperisorganizedasfollowssect,13,[506]
thepaperisorganizedasfollowssect,14,[506]
reviewspen,13,[507]
reviewspen,14,[507]
linearregressionmodelsnonlinearmlmodelsarediscussedinsect,13,[508]
linearregressionmodelsnonlinearmlmodelsarediscussedinsect,14,[508]
ensembleandhybrid,13,[509]
ensembleandhybrid,14,[509]
methodsarepresentedinsect,13,[510]
methodsarepresentedinsect,14,[510]
brieflydiscussestestsforsuperiorpredictiveabil,13,[512]
brieflydiscussestestsforsuperiorpredictiveabil,14,[512]
directionsforfutureresearchinsect,13,[523]
directionsforfutureresearchinsect,14,[523]
penalizedlinearmodel,13,[524]
penalizedlinearmodel,14,[524]
weconsiderthefamilyoflinearmodelswher,13,[525]
weconsiderthefamilyoflinearmodelswher,14,[525]
foravectorofunknownparam,13,[526]
foravectorofunknownparam,14,[526]
drop,13,[530]
drop,14,[530]
drop,17,"[2751, 3295, 3349, 4412]"
drop,21,[2915]
drop,23,"[1641, 1661]"
drop,24,[774]
drop,26,[5977]
clariti,13,[533]
clariti,14,[533]
clariti,17,[734]
clariti,7,[2462]
theparamet,13,[537]
theparamet,14,[537]
theparamet,17,"[807, 843, 2637]"
theparamet,22,[7933]
havetobeunderstoodforparticularvalueoftheforecastinghorizon,13,[538]
havetobeunderstoodforparticularvalueoftheforecastinghorizon,14,[538]
hthese,13,[539]
hthese,14,[539]
modelscontemplateaseriesofwellknownspecificationsintimeseriesanalysi,13,[540]
modelscontemplateaseriesofwellknownspecificationsintimeseriesanalysi,14,[540]
suchaspred,13,[541]
suchaspred,14,[541]
tiveregress,13,[542]
tiveregress,14,[542]
autoregressivemodelsoford,13,[543]
autoregressivemodelsoford,14,[543]
autoregressivemodelswithexogen,13,[544]
autoregressivemodelswithexogen,14,[544]
andautoregressivemodelswithdynamiclag,13,[546]
andautoregressivemodelswithdynamiclag,14,[546]
amongmanyoth,13,[547]
amongmanyoth,14,[547]
inparticular,13,[549]
inparticular,14,[549]
inparticular,17,[380]
inparticular,22,[4210]
whereundersquaredloss,13,[551]
whereundersquaredloss,14,[551]
isidentifiedbythebestlinearprojectionof,13,[552]
isidentifiedbythebestlinearprojectionof,14,[552]
honto,13,[553]
honto,14,[553]
whichi,13,[554]
whichi,14,[554]
welldefinedwhenev,13,[555]
welldefinedwhenev,14,[555]
isnonsingularinthatcas,13,[556]
isnonsingularinthatcas,14,[556]
hisorthogonalto,13,[557]
hisorthogonalto,14,[557]
bycon,13,[558]
bycon,14,[558]
structionandthispropertyisexploitedtoderiveestimationproceduressuchastheordinaryleast,13,[559]
structionandthispropertyisexploitedtoderiveestimationproceduressuchastheordinaryleast,14,[559]
andsometim,13,[564]
andsometim,14,[564]
theolsestimatorisnotuniquea,13,[565]
theolsestimatorisnotuniquea,14,[565]
thesamplecounterpartof,13,[566]
thesamplecounterpartof,14,[566]
isrankdeficientinfact,13,[567]
isrankdeficientinfact,14,[567]
wecancompletelyoverfitwhenev,13,[568]
wecancompletelyoverfitwhenev,14,[568]
penalizedlinearregressionarisesinthesettingwheretheregressionparameterisnotuniqu,13,[569]
penalizedlinearregressionarisesinthesettingwheretheregressionparameterisnotuniqu,14,[569]
andorwhencovariatesarehighlycorrelatedthegeneralideaistorestrictthesolutionofth,13,[581]
andorwhencovariatesarehighlycorrelatedthegeneralideaistorestrictthesolutionofth,14,[581]
ball,13,[584]
ball,14,[584]
bias,13,[591]
bias,14,[591]
bias,16,[2581]
bias,17,[2697]
bias,18,[1775]
bias,2,"[1093, 2265]"
bias,21,"[548, 1669, 3801, 3961]"
bias,3,[1001]
bias,7,"[15920, 17888, 25633]"
solutionhassmallermeansquarederror,13,[593]
solutionhassmallermeansquarederror,14,[593]
whencomparedtotheunrestrictedol,13,[595]
whencomparedtotheunrestrictedol,14,[595]
etal,13,"[597, 1926, 2619, 3378]"
etal,14,"[597, 1926, 2619, 3378]"
etal,17,"[4188, 4975]"
etal,2,[5107]
etal,22,"[749, 6249, 6950, 9654, 9794]"
chap,13,"[598, 731]"
chap,14,"[598, 731]"
andchap,13,[599]
andchap,14,[599]
inpenalizedregress,13,[626]
inpenalizedregress,14,[626]
fortheunknownparametervector,13,[628]
fortheunknownparametervector,14,[628]
minimizesth,13,[629]
minimizesth,14,[629]
lagrangianform,13,[630]
lagrangianform,14,[630]
isapenaltyfunc,13,[632]
isapenaltyfunc,14,[632]
tune,13,[636]
tune,14,[636]
tune,16,"[752, 7076, 7082]"
tune,17,[4010]
tune,18,[1707]
tune,7,"[9384, 25393]"
nessoffitandtheregularizationtermif,13,[643]
nessoffitandtheregularizationtermif,14,[643]
wehaveaclassicalunrestrictedregress,13,[644]
wehaveaclassicalunrestrictedregress,14,[644]
thepenaltyfunctionmayalsodependonasetofextrahyperparamet,13,[646]
thepenaltyfunctionmayalsodependonasetofextrahyperparamet,14,[646]
wellasonthedata,13,[647]
wellasonthedata,14,[647]
alsodependsonthechoiceof,13,[650]
alsodependsonthechoiceof,14,[650]
choicesforthepenaltyfunctionswereconsideredintheliteratureofpenalizedregress,13,[652]
choicesforthepenaltyfunctionswereconsideredintheliteratureofpenalizedregress,14,[652]
ridgeregress,13,"[653, 4275]"
ridgeregress,14,"[653, 4275]"
theridgeregressionwasproposedbyhoerlandkennard,13,[654]
theridgeregressionwasproposedbyhoerlandkennard,14,[654]
asawaytofighthighlycorrel,13,[655]
asawaytofighthighlycorrel,14,[655]
regressorsandstabilizethesolutionofthelinearregressionproblemtheideawastointroducea,13,[656]
regressorsandstabilizethesolutionofthelinearregressionproblemtheideawastointroducea,14,[656]
smallbiasbut,13,[657]
smallbiasbut,14,[657]
inturn,13,[658]
inturn,14,[658]
reducethevarianceoftheestimatortheridgeregressionisalsoknowna,13,[659]
reducethevarianceoftheestimatortheridgeregressionisalsoknowna,14,[659]
aparticularcaseoftikhonovregular,13,[660]
aparticularcaseoftikhonovregular,14,[660]
tikhonov,13,"[661, 662, 4767, 4771, 4775]"
tikhonov,14,"[661, 662, 4767, 4771, 4775]"
arsenin,13,"[663, 4776]"
arsenin,14,"[663, 4776]"
inwhichthescalematrixisdiagonalwithidenticalentri,13,[664]
inwhichthescalematrixisdiagonalwithidenticalentri,14,[664]
theridgeregressioncorrespondstopenalizingtheregressionbythesquar,13,[665]
theridgeregressioncorrespondstopenalizingtheregressionbythesquar,14,[665]
normofth,13,[666]
normofth,14,[666]
parametervector,13,"[667, 998]"
parametervector,14,"[667, 998]"
thati,13,[668]
thati,14,[668]
thati,22,"[4904, 6199, 6613, 9334]"
thepenaltyin,13,"[669, 699]"
thepenaltyin,14,"[669, 699]"
isgivenbi,13,"[670, 700, 1828]"
isgivenbi,14,"[670, 700, 1828]"
ridgeregressionhastheadvantageofhavinganeasytocomputeanalyticsolut,13,[671]
ridgeregressionhastheadvantageofhavinganeasytocomputeanalyticsolut,14,[671]
coefficientsassociatedwiththeleastrelevantpredictorsareshrunktowardzero,13,[673]
coefficientsassociatedwiththeleastrelevantpredictorsareshrunktowardzero,14,[673]
butneverreach,13,[674]
butneverreach,14,[674]
exactli,13,[676]
exactli,14,[676]
exactli,2,"[111, 2609]"
exactli,22,[3786]
exactli,25,"[1521, 2806]"
exactli,26,"[2995, 3009, 3236, 5866, 6101]"
exactli,3,[1215]
unless,13,[684]
unless,14,[684]
unless,17,[1622]
truncat,13,[686]
truncat,14,[686]
truncat,18,[1311]
truncat,22,"[8868, 8882]"
schemeisemploy,13,[687]
schemeisemploy,14,[687]
leastabsoluteshrinkageandselectionoper,13,[688]
leastabsoluteshrinkageandselectionoper,14,[688]
thelassowasproposedbytibshirani,13,[689]
thelassowasproposedbytibshirani,14,[689]
andchenet,13,[690]
andchenet,14,[690]
asamethodtoregular,13,[691]
asamethodtoregular,14,[691]
andperformvariableselectionatthesametimelassoisoneofthemostpopularregular,13,[692]
andperformvariableselectionatthesametimelassoisoneofthemostpopularregular,14,[692]
methodsanditiswidelyappliedindatarichenvironmentswherenumberoffeatur,13,[693]
methodsanditiswidelyappliedindatarichenvironmentswherenumberoffeatur,14,[693]
ismuch,13,[694]
ismuch,14,[694]
largerthanthenumberoftheobserv,13,[695]
largerthanthenumberoftheobserv,14,[695]
lassocorrespondstopenalizingtheregressionbyth,13,[696]
lassocorrespondstopenalizingtheregressionbyth,14,[696]
normoftheparametervector,13,[697]
normoftheparametervector,14,[697]
thesolutionofthelassoisefficientlycalculatedbycoordinatedescentalgorithm,13,[727]
thesolutionofthelassoisefficientlycalculatedbycoordinatedescentalgorithm,14,[727]
convex,13,[734]
convex,14,[734]
convex,22,"[3895, 4051, 11302]"
convex,24,[2905]
convex,26,"[1152, 1951, 2743, 3044, 3055, 3069, 3117, 3146, 3157, 3190, 3206, 3242, 3253, 3291, 5583, 5671, 6142, 6147, 6293, 6302, 6890]"
convex,7,[9449]
yn,13,[735]
yn,14,[735]
yn,16,"[1482, 1490, 1492, 1494, 1495, 1496]"
yn,22,[1783]
yn,3,"[2598, 2616]"
mt,13,"[736, 4122]"
mt,14,"[736, 4122]"
mt,17,[244]
mt,2,[5703]
ty,13,[737]
ty,14,[737]
ty,16,"[625, 7642]"
ty,7,[5770]
spars,13,"[738, 1573, 4399]"
spars,14,"[738, 1573, 4399]"
spars,15,"[1634, 3478]"
spars,18,"[760, 766]"
spars,21,"[1780, 1796, 1850, 5584]"
spars,22,"[3774, 3777, 3868, 3922, 4300, 5500, 5814, 5869, 6072, 6099, 6135, 6140, 6186, 6193, 6752, 8711, 9742, 10547, 10656, 10847, 10920, 11196, 12102, 12318]"
spars,23,[1802]
spars,24,"[1516, 1642, 1667, 1843, 1884, 2919]"
spars,26,"[2829, 2859, 2881, 2909, 2996, 3017, 3200, 3237, 3269, 6102, 6777, 6872, 6902]"
spars,7,"[4009, 5793, 11160, 23061, 23918, 24587, 25348]"
solutionswesaythesolutioni,13,[739]
solutionswesaythesolutioni,14,[739]
sparseifonlyasubset,13,[740]
sparseifonlyasubset,14,[740]
coefficientsarenonzeroinoth,13,[741]
coefficientsarenonzeroinoth,14,[741]
onlyasubsetofvariablesisselectedbythemethodh,13,[743]
onlyasubsetofvariablesisselectedbythemethodh,14,[743]
lassoismostusefulwhen,13,[744]
lassoismostusefulwhen,14,[744]
thetotalnumberofregressor,13,[745]
thetotalnumberofregressor,14,[745]
anditisnotfeasibletotestcombinationormodel,13,[746]
anditisnotfeasibletotestcombinationormodel,14,[746]
despiteattractiveproperti,13,[747]
despiteattractiveproperti,14,[747]
therearestilllimitationstothelassoalargenumberofalterna,13,[748]
therearestilllimitationstothelassoalargenumberofalterna,14,[748]
tivepenaltieshavebeenproposedtokeepitsdesiredpropertieswhileovercomingitslimit,13,[749]
tivepenaltieshavebeenproposedtokeepitsdesiredpropertieswhileovercomingitslimit,14,[749]
adaptivelasso,13,[750]
adaptivelasso,14,[750]
theadaptivelasso,13,[751]
theadaptivelasso,14,[751]
adalasso,13,"[752, 1129]"
adalasso,14,"[752, 1129]"
wasproposedbyz,13,[753]
wasproposedbyz,14,[753]
andaimedtoimprovethelasso,13,[754]
andaimedtoimprovethelasso,14,[754]
regressionbyintroducingaweightparamet,13,[755]
regressionbyintroducingaweightparamet,14,[755]
comingfromafirststepolsregressionitalsoha,13,[756]
comingfromafirststepolsregressionitalsoha,14,[756]
sparsesolutionsandefficientestimationalgorithm,13,[757]
sparsesolutionsandefficientestimationalgorithm,14,[757]
butenjoysth,13,[758]
butenjoysth,14,[758]
oracleproperti,13,"[759, 988, 1343]"
oracleproperti,14,"[759, 988, 1343]"
meaningthatit,13,[760]
meaningthatit,14,[760]
hasthesameasymptoticdistributionastheolsconditionalonknowingthevariablesthatshould,13,[761]
hasthesameasymptoticdistributionastheolsconditionalonknowingthevariablesthatshould,14,[761]
enterthemodel,13,[762]
enterthemodel,14,[762]
theadalassopenaltyconsistsinusingaweight,13,[763]
theadalassopenaltyconsistsinusingaweight,14,[763]
wherethenumberoffeatur,13,[765]
wherethenumberoffeatur,14,[765]
isthecoefficientfromthefirststepestim,13,[766]
isthecoefficientfromthefirststepestim,14,[766]
anyconsistentestimatorof,13,[767]
anyconsistentestimatorof,14,[767]
adalassocandealwithmanymorevariablesthanobserv,13,[768]
adalassocandealwithmanymorevariablesthanobserv,14,[768]
usinglassoasthefirststepestimatorcanberegardedasthetwostepimplementationofth,13,[769]
usinglassoasthefirststepestimatorcanberegardedasthetwostepimplementationofth,14,[769]
locallinearapproximationinfanet,13,[770]
locallinearapproximationinfanet,14,[770]
withazeroinitialestim,13,[771]
withazeroinitialestim,14,[771]
elasticnet,13,[772]
elasticnet,14,[772]
theelasticnet,13,[773]
theelasticnet,14,[773]
elnet,13,[774]
elnet,14,[774]
wasproposedbyzouandhasti,13,[775]
wasproposedbyzouandhasti,14,[775]
asawayofcombiningstrengthsof,13,[776]
asawayofcombiningstrengthsof,14,[776]
lassoandridgeregressionwhileth,13,[777]
lassoandridgeregressionwhileth,14,[777]
partofthemethodperformsvariableselect,13,[778]
partofthemethodperformsvariableselect,14,[778]
partstabilizesthesolutionthisconclusionisevenmoreaccentuatedwhencorrelationsamong,13,[779]
partstabilizesthesolutionthisconclusionisevenmoreaccentuatedwhencorrelationsamong,14,[779]
predictorsbecomehighasaconsequ,13,[780]
predictorsbecomehighasaconsequ,14,[780]
thereisasignificantimprovementinpredictionaccu,13,[781]
thereisasignificantimprovementinpredictionaccu,14,[781]
racyoverthelasso,13,[782]
racyoverthelasso,14,[782]
theelnetpenaltyisaconvexcombinationof,13,[785]
theelnetpenaltyisaconvexcombinationof,14,[785]
theelnethasboththelassoandridgeregressionasspecialcas,13,[788]
theelnethasboththelassoandridgeregressionasspecialcas,14,[788]
justlikeinthelassoregress,13,[789]
justlikeinthelassoregress,14,[789]
thesolutiontotheelnetproblemisefficientlycalculatedbi,13,[790]
thesolutiontotheelnetproblemisefficientlycalculatedbi,14,[790]
coordinatedescentalgorithmszouandzhang,13,[791]
coordinatedescentalgorithmszouandzhang,14,[791]
proposetheadaptiveelnettheelnetand,13,[792]
proposetheadaptiveelnettheelnetand,14,[792]
adalassoimprovethelassoindistinctdirect,13,[793]
adalassoimprovethelassoindistinctdirect,14,[793]
theadalassohastheoraclepropertyand,13,[794]
theadalassohastheoraclepropertyand,14,[794]
theelnethelpswiththecorrelationamongpredictorstheadaptiveelnetcombinesthestrength,13,[795]
theelnethelpswiththecorrelationamongpredictorstheadaptiveelnetcombinesthestrength,14,[795]
ofbothmethodsitisacombinationofridgeandadalasso,13,[796]
ofbothmethodsitisacombinationofridgeandadalasso,14,[796]
wherethefirststepestimatorcom,13,[797]
wherethefirststepestimatorcom,14,[797]
fromtheelnet,13,[798]
fromtheelnet,14,[798]
foldedconcavepen,13,[825]
foldedconcavepen,14,[825]
lassoapproachesbecamepopularinsparsehighdimensionalestimationproblemslargelydu,13,[826]
lassoapproachesbecamepopularinsparsehighdimensionalestimationproblemslargelydu,14,[826]
theircomputationalpropertiesanotherverypopularapproachisthefoldedconcavepen,13,[827]
theircomputationalpropertiesanotherverypopularapproachisthefoldedconcavepen,14,[827]
li,13,"[829, 3091, 4103, 4408, 4814, 4825]"
li,14,"[829, 3091, 4103, 4408, 4814, 4825]"
li,15,"[6535, 6843]"
li,16,"[6679, 6680, 6984, 7271, 7310, 7372, 8096, 8129, 8245, 8364, 8525, 8660, 8684, 8798]"
li,18,"[115, 154, 3248]"
li,2,"[4646, 4648, 4780, 5254, 5459]"
li,21,"[303, 4761, 4954, 4980, 4983, 5129, 5484, 5706, 5899, 5947]"
li,22,"[153, 230, 1137, 4121, 4633, 5480, 5718, 7384, 7444, 8618, 9694, 9793, 10704, 10730, 10737, 10746, 10927, 11038, 11060, 11083, 11091, 11106, 11716, 11961]"
li,24,"[2446, 2494, 2844, 2862, 2913, 2982]"
li,26,"[14, 304, 6544, 7031, 7153, 7212]"
li,3,"[2313, 2314, 2315]"
li,7,"[20335, 22383, 23301, 23615, 23682, 23698, 23699, 23808, 24308, 25001, 25366, 25759, 25811, 25917]"
li,8,[3631]
propertiesthepenaltiesaimtopenalizemoreparametersclosetozerothanthosethatarefurth,13,[838]
propertiesthepenaltiesaimtopenalizemoreparametersclosetozerothanthosethatarefurth,14,[838]
away,13,[839]
away,14,[839]
away,16,[2466]
away,17,[4216]
away,23,[685]
away,26,[5935]
improvingperformanceofthemethodinthisway,13,[840]
improvingperformanceofthemethodinthisway,14,[840]
penaltiesareconcavewithrespectto,13,[841]
penaltiesareconcavewithrespectto,14,[841]
oneofthemostpopularformulationsisthescad,13,[843]
oneofthemostpopularformulationsisthescad,14,[843]
smoothlyclippedabsolutedevi,13,[844]
smoothlyclippedabsolutedevi,14,[844]
thatunlikelasso,13,[846]
thatunlikelasso,14,[846]
thepenaltymaydependon,13,[847]
thepenaltymaydependon,14,[847]
inanonlinearwaywesetthepenaltyin,13,[848]
inanonlinearwaywesetthepenaltyin,14,[848]
thescadpenaltyisidenticaltothelassopenaltyforsmallcoeffici,13,[853]
thescadpenaltyisidenticaltothelassopenaltyforsmallcoeffici,14,[853]
butcontinuouslyrelaxestherateofpenalizationasthecoefficientdepartsfromzerounlikeol,13,[854]
butcontinuouslyrelaxestherateofpenalizationasthecoefficientdepartsfromzerounlikeol,14,[854]
orlasso,13,[855]
orlasso,14,[855]
wehavetosolveanonconvexoptimizationproblemthatmayhavemultipleminima,13,[856]
wehavetosolveanonconvexoptimizationproblemthatmayhavemultipleminima,14,[856]
andiscomputationallymoreintensivethanthelassonevertheless,13,[857]
andiscomputationallymoreintensivethanthelassonevertheless,14,[857]
fanet,13,[858]
fanet,14,[858]
howtocalculatetheoracleestimatorusinganiterativelocallinearapproximationalgorithm,13,[861]
howtocalculatetheoracleestimatorusinganiterativelocallinearapproximationalgorithm,14,[861]
otherpenalti,13,[862]
otherpenalti,14,[862]
regularizationimposesarestrictiononthesolutionspac,13,[863]
regularizationimposesarestrictiononthesolutionspac,14,[863]
possiblyimposingsparsityinadata,13,[864]
possiblyimposingsparsityinadata,14,[864]
richenviron,13,[865]
richenviron,14,[865]
itisadesirablepropertyasitislikelythatmanyregressorsarenotrelevantto,13,[866]
itisadesirablepropertyasitislikelythatmanyregressorsarenotrelevantto,14,[866]
ourpredictionproblemthepresentationaboveconcentratesonth,13,[867]
ourpredictionproblemthepresentationaboveconcentratesonth,14,[867]
mostusedpenalti,13,[869]
mostusedpenalti,14,[869]
intimeseriesforecastingnevertheless,13,[870]
intimeseriesforecastingnevertheless,14,[870]
therearemanyalternativepenaltiesthatcanbeusedin,13,[871]
therearemanyalternativepenaltiesthatcanbeusedin,14,[871]
regularizedlinearmodel,13,[872]
regularizedlinearmodel,14,[872]
thegrouplasso,13,[873]
thegrouplasso,14,[873]
proposedbyyuanandlin,13,[874]
proposedbyyuanandlin,14,[874]
penalizestheparametersingroup,13,[875]
penalizestheparametersingroup,14,[875]
biningth,13,[877]
biningth,14,[877]
normsitismotivatedbytheproblemofidentifi,13,[878]
normsitismotivatedbytheproblemofidentifi,14,[878]
denotedbi,13,[880]
denotedbi,14,[880]
groupsofregressorsa,13,[881]
groupsofregressorsa,14,[881]
inregressionwithcategoricalvariablesthatcanassumemani,13,[883]
inregressionwithcategoricalvariablesthatcanassumemani,14,[883]
valueslet,13,[884]
valueslet,14,[884]
denoteapartitionof,13,[885]
denoteapartitionof,14,[885]
thecorrespond,13,[886]
thecorrespond,14,[886]
subvector,13,[889]
subvector,14,[889]
assign,13,[892]
assign,14,[892]
assign,16,[4104]
assign,2,[3729]
assign,24,[1418]
assign,25,[734]
assign,26,"[1016, 1042, 4171, 4413, 4522]"
assign,3,[1436]
assign,7,"[9286, 9848, 19097]"
isthecardinalityofaset,13,[895]
isthecardinalityofaset,14,[895]
thesolutionisefficientlyestimatedus,13,[896]
thesolutionisefficientlyestimatedus,14,[896]
thegroupwisemajorizationdescentalgorithm,13,[898]
thegroupwisemajorizationdescentalgorithm,14,[898]
theadaptivegroup,13,[902]
theadaptivegroup,14,[902]
lassowasalsoproposedaimingtoimprovesomeofthelimitationspresentonthegrouplasso,13,[903]
lassowasalsoproposedaimingtoimprovesomeofthelimitationspresentonthegrouplasso,14,[903]
inthegrouplasso,13,[907]
inthegrouplasso,14,[907]
thegroupsenterornotintheregress,13,[908]
thegroupsenterornotintheregress,14,[908]
thesparsegrouplassorecoversparsegroupsbycombiningthegrouplassopenaltywithth,13,[909]
thesparsegrouplassorecoversparsegroupsbycombiningthegrouplassopenaltywithth,14,[909]
penaltyontheparametervector,13,[910]
penaltyontheparametervector,14,[910]
simonet,13,[911]
simonet,14,[911]
parkandsakaori,13,[912]
parkandsakaori,14,[912]
modifytheadalassopenaltytoexplicitlytakeintoaccountlaginfor,13,[913]
modifytheadalassopenaltytoexplicitlytakeintoaccountlaginfor,14,[913]
mationkonzenandziegelmann,13,[914]
mationkonzenandziegelmann,14,[914]
proposeasmallchangeinpenaltyandperformalarg,13,[915]
proposeasmallchangeinpenaltyandperformalarg,14,[915]
simulationstudytoassesstheperformanceofthispenaltyindistinctsettingstheyobservethat,13,[916]
simulationstudytoassesstheperformanceofthispenaltyindistinctsettingstheyobservethat,14,[916]
takingintoaccountlaginformationimprovesmodelselectionandforecastingperformancewhen,13,[943]
takingintoaccountlaginformationimprovesmodelselectionandforecastingperformancewhen,14,[943]
comparedtothelassoandadalassotheyapplytheirmethodtoforecastinginflationandrisk,13,[944]
comparedtothelassoandadalassotheyapplytheirmethodtoforecastinginflationandrisk,14,[944]
premiumwithsatisfactoryresult,13,[945]
premiumwithsatisfactoryresult,14,[945]
posteriori,13,[958]
posteriori,14,[958]
posteriori,7,[9373]
sionwithindepend,13,[963]
sionwithindepend,14,[963]
equivari,13,[964]
equivari,14,[964]
gaussianpriorsthelassoreplacesthegaussianpriorbya,13,[965]
gaussianpriorsthelassoreplacesthegaussianpriorbya,14,[965]
laplaceprior,13,[966]
laplaceprior,14,[966]
han,13,"[967, 4182, 4186]"
han,14,"[967, 4182, 4186]"
han,16,[7854]
han,2,"[799, 802, 819, 858, 956, 1110, 1251, 2227, 3604, 4868, 5211]"
han,21,"[254, 259, 3563, 3566, 4812, 4816, 4841, 4845, 5602]"
han,22,"[7010, 9764, 10706]"
han,24,[2888]
han,26,"[6580, 6597]"
han,3,"[41, 92]"
han,7,[25170]
han,8,[3325]
thesemethodsfallwithintheareaofbayesian,13,[970]
thesemethodsfallwithintheareaofbayesian,14,[970]
shrinkagemethod,13,[971]
shrinkagemethod,14,[971]
whichisaverylargeandactiveresearcharea,13,[972]
whichisaverylargeandactiveresearcharea,14,[972]
anditisbeyondthescopeof,13,[973]
anditisbeyondthescopeof,14,[973]
thissurvey,13,"[974, 3026]"
thissurvey,14,"[974, 3026]"
theoreticalproperti,13,[975]
theoreticalproperti,14,[975]
inthissect,13,"[976, 3406]"
inthissect,14,"[976, 3406]"
inthissect,17,[1722]
inthissect,22,[5794]
wegiveanoverviewofthetheoreticalpropertiesofpenalizedregressionestim,13,[977]
wegiveanoverviewofthetheoreticalpropertiesofpenalizedregressionestim,14,[977]
highdimension,13,"[982, 1140, 1232, 1462, 3168, 3226, 3235, 4847]"
highdimension,14,"[982, 1140, 1232, 1462, 3168, 3226, 3235, 4847]"
highdimension,22,"[24, 183, 341, 345, 7688, 12129]"
highdimension,24,[2631]
highdimension,26,"[94, 6730, 6906, 7055, 7074]"
highdimension,7,[23060]
highdimension,8,"[419, 440, 691]"
selectionconsist,13,[987]
selectionconsist,14,[987]
andoraclebound,13,[989]
andoraclebound,14,[989]
forboththefinitedimens,13,[990]
forboththefinitedimens,14,[990]
butpossiblylargerthan,13,[992]
butpossiblylargerthan,14,[992]
andhighdimens,13,[993]
andhighdimens,14,[993]
increaseswith,13,[994]
increaseswith,14,[994]
usuallyfast,13,[995]
usuallyfast,14,[995]
moreprecis,13,[996]
moreprecis,14,[996]
supposethereisapopul,13,[997]
supposethereisapopul,14,[997]
thatminimizesequ,13,[999]
thatminimizesequ,14,[999]
overrepeatedsamplessupposethisparameterissparseinasensethatonlycomponentsindex,13,[1000]
overrepeatedsamplessupposethisparameterissparseinasensethatonlycomponentsindex,14,[1000]
arenonnulllet,13,[1002]
arenonnulllet,14,[1002]
wesayamethodi,13,[1003]
wesayamethodi,14,[1003]
modelselectionconsist,13,[1004]
modelselectionconsist,14,[1004]
iftheindexofnonzeroestimatedcomponentsconvergesto,13,[1005]
iftheindexofnonzeroestimatedcomponentsconvergesto,14,[1005]
inprob,13,[1006]
inprob,14,[1006]
consistencycanalsobestatedintermsofhowclosetheestimatoristotrueparameterforagiven,13,[1007]
consistencycanalsobestatedintermsofhowclosetheestimatoristotrueparameterforagiven,14,[1007]
normwesaythattheestimationmethodi,13,[1008]
normwesaythattheestimationmethodi,14,[1008]
consistentifforeveri,13,[1009]
consistentifforeveri,14,[1009]
itisimportanttonotethatmodelselectionconsistencydoesnotimpli,13,[1010]
itisimportanttonotethatmodelselectionconsistencydoesnotimpli,14,[1010]
noritisimpliedbi,13,[1011]
noritisimpliedbi,14,[1011]
consistencyasamatteroffact,13,[1012]
consistencyasamatteroffact,14,[1012]
oneusuallyhastoimposespecificassumptionstoachieveeach,13,[1013]
oneusuallyhastoimposespecificassumptionstoachieveeach,14,[1013]
ofthosemodesofconverg,13,[1014]
ofthosemodesofconverg,14,[1014]
broke,13,[1022]
broke,14,[1022]
screen,13,[1031]
screen,14,[1031]
screen,8,"[1677, 2421, 3312, 3840, 4304, 4330, 4369]"
irrelev,13,[1035]
irrelev,14,[1035]
irrelev,16,[2451]
irrelev,22,"[509, 552, 8505]"
irrelev,24,"[89, 248, 283]"
irrelev,25,"[89, 122, 406, 662, 719, 825, 1108, 1155, 1319, 1406, 1826, 2015, 2146, 2187, 2223, 2307, 2329, 2365, 2977, 3089, 3117]"
irrelev,26,[155]
screeningconsistencyisdefinedbi,13,[1043]
screeningconsistencyisdefinedbi,14,[1043]
andmodelexclusionconsistencydefinedbi,13,[1044]
andmodelexclusionconsistencydefinedbi,14,[1044]
wesayapenalizedestimatorhastheoraclepropertyifitsasymptoticdistributionisthesam,13,[1045]
wesayapenalizedestimatorhastheoraclepropertyifitsasymptoticdistributionisthesam,14,[1045]
astheunpenalizedoneonlyconsideringth,13,[1046]
astheunpenalizedoneonlyconsideringth,14,[1046]
regressorsfin,13,[1047]
regressorsfin,14,[1047]
oracleriskboundsarefinit,13,[1048]
oracleriskboundsarefinit,14,[1048]
sampleboundsontheestimationerrorof,13,[1049]
sampleboundsontheestimationerrorof,14,[1049]
thatholdwithhighprobabilitytheseboundsrequir,13,[1050]
thatholdwithhighprobabilitytheseboundsrequir,14,[1050]
relativelystrongconditionsonthecurvatureofobjectivefunct,13,[1051]
relativelystrongconditionsonthecurvatureofobjectivefunct,14,[1051]
whichtranslatesintoabound,13,[1052]
whichtranslatesintoabound,14,[1052]
ontheminimumrestrictedeigenvalueofthecovariancematrixamongpredictorsforlinearmod,13,[1053]
